id	abstract_input_ids	abstract_token_type_ids	abstract_attention_mask
B004DK5CCY	[101, 6162, 27503, 2135, 12853, 13606, 27983, 2015, 2007, 1996, 12038, 27523, 4960, 2072, 3514, 5675, 2008, 29483, 24763, 2015, 4895, 6820, 2135, 4875, 9497, 2015, 1998, 10424, 10993, 9096, 4515, 1012, 2023, 6121, 1011, 3154, 5576, 2003, 3819, 2005, 4248, 3543, 1011, 11139, 1998, 5815, 1037, 23751, 12342, 2000, 2115, 5285, 12717, 18674, 3504, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B004DN8F7K	[101, 11598, 2115, 25605, 5053, 999, 3325, 1996, 11718, 1998, 27745, 1997, 27178, 19646, 4221, 3019, 7497, 2306, 1996, 7216, 1997, 2115, 2188, 1010, 12067, 2017, 2000, 27503, 2135, 6611, 5789, 1998, 28415, 3357, 2648, 2302, 2151, 9223, 20096, 1012, 1996, 27178, 19646, 4221, 5789, 5259, 4324, 1996, 3145, 2000, 2049, 3112, 1010, 16911, 1037, 2777, 2594, 16203, 5257, 1997, 2422, 29263, 2124, 2004, 27178, 19646, 4221, 2753, 2620, 21203, 1012, 2023, 2974, 21312, 2008, 6087, 3711, 14469, 1998, 17026, 1010, 2096, 2296, 17796, 6987, 3464, 17431, 3154, 1010, 4525, 1999, 1037, 10862, 4840, 1998, 14726, 3311, 1012, 2023, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B004FEO38C	[101, 3325, 1996, 7209, 8015, 2007, 2303, 7171, 1010, 1996, 23222, 9092, 5582, 2843, 3258, 2580, 2011, 3968, 9532, 9092, 5582, 1012, 2023, 4045, 3973, 19788, 4031, 21586, 7107, 1998, 4895, 28689, 6216, 3709, 4768, 1012, 7409, 1996, 9487, 9560, 2034, 11774, 1998, 27427, 5313, 3351, 1999, 1996, 1999, 5737, 20255, 5844, 6518, 1997, 16619, 20418, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B004GA94I4	[101, 11598, 2115, 17573, 3325, 2007, 2256, 3019, 7987, 24242, 2067, 8248, 1012, 3432, 3940, 2009, 2007, 2115, 6871, 7815, 2030, 2303, 25850, 24667, 2000, 6464, 4550, 3366, 1998, 21881, 2115, 3096, 1010, 2975, 2115, 2972, 2303, 7065, 18400, 3550, 1012, 1996, 8248, 2132, 2064, 2022, 2109, 9174, 2030, 4089, 4987, 2000, 1996, 4799, 5047, 1010, 2437, 2009, 3819, 2005, 4285, 2216, 24026, 7516, 2076, 2115, 3096, 9344, 9410, 1012, 19275, 2013, 2531, 1003, 24187, 7987, 24242, 16662, 1010, 2023, 8248, 5251, 23216, 2015, 9141, 1998, 4654, 21710, 4570, 2757, 3096, 4442, 1012, 2000, 5676, 2049, 26906, 1010, 15544, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B004GIM68G	[101, 8982, 1024, 2986, 1006, 1014, 1011, 1015, 1012, 1021, 3461, 1007, 14793, 1024, 2322, 6053, 9625, 4524, 2256, 18594, 2050, 2757, 2712, 5474, 2003, 1037, 12882, 1010, 2531, 1003, 5760, 4031, 2008, 2038, 2025, 17215, 2151, 1038, 19738, 8450, 1010, 28596, 1010, 2030, 9754, 2139, 10814, 3508, 1012, 2009, 2003, 7378, 2004, 2531, 1003, 14469, 1010, 5760, 1010, 1998, 3019, 1010, 1998, 2003, 1996, 2168, 5474, 2109, 1999, 12403, 2015, 1998, 3949, 6401, 2105, 1996, 2757, 2712, 1999, 3956, 1012, 2757, 2712, 5474, 3397, 6827, 13246, 2107, 2004, 24983, 1010, 22953, 24284, 1010, 22834, 10672, 1010, 18044, 1010, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B004HI5GOG	[101, 1996, 19447, 12218, 4564, 5053, 4671, 2005, 11347, 1998, 2159, 2003, 1037, 3143, 8934, 2008, 3640, 2035, 1996, 6827, 2015, 2005, 10910, 3819, 11347, 1998, 14726, 2159, 1012, 2007, 3733, 1011, 2000, 1011, 3582, 8128, 1010, 2017, 2064, 29483, 6162, 2658, 1011, 2559, 3463, 1012, 1996, 9233, 2640, 1010, 2007, 1037, 14057, 5259, 1010, 3084, 2009, 7812, 2005, 4755, 1999, 2115, 5789, 4524, 2005, 3543, 1011, 11139, 2006, 1996, 2175, 1012, 1996, 9081, 8703, 2950, 1037, 8306, 13844, 6949, 1006, 1014, 1012, 5840, 11472, 1012, 1007, 1010, 8306, 9898, 6829, 1006, 1014, 1012, 5709, 2575, 11472, 1012, 1007, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B004HNFYF2	[101, 6047, 2139, 2080, 2974, 21246, 21852, 1037, 16834, 17952, 2008, 6464, 18058, 4840, 2791, 27216, 2000, 1996, 7518, 23340, 1999, 2119, 1996, 2303, 1998, 2606, 1010, 12725, 7721, 3860, 2114, 2303, 19255, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B004HYLRA2	[101, 10449, 11572, 5675, 1024, 3407, 23715, 2227, 9898, 1004, 4421, 2099, 1010, 2422, 4421, 2099, 1014, 1012, 2871, 11472, 1012, 6162, 1037, 27503, 1010, 10156, 28838, 2096, 12992, 2075, 2115, 6888, 1012, 2023, 4031, 2003, 2881, 2000, 2191, 2017, 2298, 1998, 2514, 3407, 1012, 2000, 6162, 1037, 3096, 3819, 2075, 8652, 1010, 3432, 8248, 2006, 2023, 11087, 1011, 5744, 1010, 3819, 2075, 9898, 1012, 1996, 21053, 27396, 1997, 6087, 12586, 2015, 25180, 10895, 2000, 2130, 2041, 2115, 3096, 4309, 1010, 2975, 2017, 2007, 1037, 23751, 28838, 1012, 1996, 17026, 5061, 2540, 9909, 1037, 7965, 3769, 1997, 3609, 2000, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B004JHT3MQ	[101, 2304, 9115, 10152, 2003, 2025, 2069, 1037, 11937, 21756, 10869, 19645, 2021, 2036, 1037, 16834, 10802, 1997, 3424, 11636, 8524, 7666, 1998, 2536, 10099, 1012, 2122, 6177, 2024, 2245, 2000, 9280, 4681, 1999, 12786, 2740, 5936, 2066, 16021, 5358, 6200, 1998, 19117, 26456, 2015, 1012, 5678, 1010, 2060, 27023, 12637, 2005, 3452, 2092, 1011, 2108, 2421, 1024, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B004JK20LY	[101, 5309, 5522, 6501, 2192, 6949, 2015, 1998, 2624, 25090, 16750, 1011, 5522, 6501, 14753, 14753, 16994, 12136, 2843, 3258, 1999, 1996, 6518, 2413, 3610, 1010, 2800, 1999, 1037, 14057, 1016, 1012, 1017, 11472, 2946, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B004JLGC12	[101, 2358, 1012, 23945, 4107, 1037, 2846, 1997, 4654, 21710, 3436, 2303, 9378, 3688, 2008, 6464, 5744, 1998, 2128, 9103, 8159, 3686, 2115, 3096, 1005, 1055, 3302, 1012, 2122, 2303, 9378, 2229, 5383, 2035, 1011, 3019, 4654, 21710, 7666, 2008, 2025, 2069, 4408, 2368, 10634, 3096, 2021, 2036, 3073, 16684, 14098, 1012, 2057, 2024, 4056, 2000, 5026, 2017, 1996, 2190, 1997, 3267, 2007, 25814, 2008, 2025, 2069, 2147, 2021, 2036, 12208, 1996, 9456, 1012, 2057, 3305, 2008, 1996, 9804, 2057, 2191, 1999, 2256, 3679, 3268, 2064, 4254, 2256, 3452, 3737, 1997, 2166, 1010, 2029, 2003, 2339, 2057, 2024, 5462, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B004JWR9PO	[101, 17494, 10448, 2140, 15390, 2491, 9587, 17854, 2063, 2003, 1996, 3819, 5576, 2005, 6605, 17546, 1998, 7371, 12313, 2098, 2606, 1010, 4346, 2491, 2302, 1996, 18162, 10551, 2791, 1012, 2049, 11813, 5675, 1010, 29592, 2007, 2053, 9496, 12227, 12098, 5289, 3514, 1010, 29483, 24763, 2015, 1010, 11859, 1010, 1998, 9319, 14484, 2005, 3668, 6993, 1010, 2035, 2096, 14889, 1999, 6827, 14098, 1998, 7221, 21837, 10424, 10993, 2480, 1012, 7539, 1997, 1996, 4633, 3785, 1010, 2023, 12038, 2664, 16834, 9587, 17854, 2063, 21312, 2008, 2115, 14484, 1998, 3614, 13461, 3711, 29483, 3730, 1010, 5744, 1010, 1998, 8100, 3376, 1012, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B004LUZ956	[101, 1996, 12702, 24045, 10362, 2003, 1037, 22979, 5576, 2005, 1037, 2846, 1997, 3096, 5936, 1010, 5094, 2017, 6162, 1037, 22446, 1010, 23751, 3311, 2007, 1037, 7965, 8652, 1012, 2054, 1005, 1055, 2130, 2488, 2003, 2008, 2009, 2064, 2022, 4162, 2000, 2471, 2151, 2112, 1997, 1996, 2303, 1012, 2009, 6464, 11027, 2015, 7683, 6017, 1010, 3526, 15859, 2618, 1010, 23277, 28562, 1010, 1998, 9353, 2638, 1010, 2096, 2036, 27295, 2606, 19723, 10524, 2705, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B004LXHFH8	[101, 2017, 2342, 1037, 4256, 2005, 1996, 17609, 1010, 2021, 2035, 2017, 2342, 2003, 2028, 1997, 2256, 6429, 22953, 14191, 2075, 9898, 2015, 2000, 11598, 2115, 3311, 1012, 2256, 16061, 4421, 2099, 13178, 2097, 2507, 2115, 2227, 1998, 2303, 1037, 3376, 3585, 8652, 1010, 2004, 2065, 2017, 1005, 2310, 2074, 2272, 2067, 2013, 1037, 20783, 7139, 10885, 1012, 2017, 1005, 2222, 2196, 2298, 2062, 3103, 1011, 4782, 1010, 7916, 1010, 1998, 7965, 1012, 5454, 2013, 2274, 2367, 4617, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
