id	abstract_input_ids	abstract_token_type_ids	abstract_attention_mask
B005HIH8LE	[101, 2412, 16748, 4168, 2003, 1996, 2034, 26754, 1011, 2489, 14098, 5843, 2291, 2008, 18058, 16299, 4466, 1011, 3178, 26018, 3508, 2302, 3082, 18898, 13844, 2229, 1012, 4138, 1999, 3019, 14827, 1017, 1011, 2184, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005HSFBUE	[101, 3091, 2368, 1998, 5285, 12717, 4371, 25150, 6880, 2007, 2023, 27700, 3539, 2099, 1012, 7065, 18400, 4697, 16008, 2007, 4013, 1011, 17663, 1038, 2629, 1010, 18479, 2135, 5422, 10500, 1998, 25176, 5250, 1011, 25202, 5675, 1012, 2019, 6581, 14372, 2918, 2005, 27700, 1012, 5435, 2169, 25210, 2007, 2023, 2053, 9496, 12227, 3539, 2099, 2005, 16008, 2008, 3711, 8100, 19638, 1010, 2936, 1998, 6428, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005I0JWEM	[101, 7554, 12098, 5289, 3514, 2038, 4310, 12702, 1011, 5144, 2008, 16888, 6880, 2046, 1996, 2606, 2005, 6748, 20015, 1010, 26296, 1996, 17578, 4053, 2004, 1996, 3019, 12702, 1011, 8803, 18227, 2013, 20724, 3684, 1998, 23068, 9938, 1012, 1996, 2765, 2003, 23751, 12342, 2007, 1037, 18848, 1011, 3730, 2514, 2005, 7965, 1010, 3376, 2606, 1012, 5591, 2606, 5158, 2043, 14098, 2003, 2439, 1010, 4786, 1996, 3013, 25128, 6741, 2000, 2468, 4318, 1010, 24650, 1998, 9630, 1012, 12098, 5289, 3514, 11052, 9496, 11254, 1998, 5744, 2015, 1996, 3013, 25128, 1010, 14889, 1999, 14098, 1998, 4192, 2115, 2606, 2000, 2049, 3376, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B005IPJXVY	[101, 5048, 2100, 1019, 7787, 3565, 2275, 1997, 13774, 2396, 16611, 1012, 13774, 11446, 1019, 7787, 1010, 2275, 1038, 1012, 1996, 3819, 7605, 13774, 2396, 14529, 1012, 3438, 2367, 5617, 1010, 8604, 1998, 10466, 1012, 2307, 3643, 2769, 3749, 1012, 2057, 2031, 2116, 2060, 5048, 2100, 3688, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005JVZGCW	[101, 5843, 1999, 25210, 8613, 1997, 14098, 2007, 2256, 2400, 1011, 3045, 2192, 7242, 1012, 29592, 2007, 13433, 4168, 17643, 12556, 1010, 16575, 13089, 1998, 12098, 5289, 20631, 1998, 24980, 3964, 1997, 20418, 1998, 20965, 2015, 1010, 2023, 11806, 6097, 8447, 10092, 17490, 3514, 1011, 1998, 16994, 12136, 1011, 25202, 6949, 2053, 9496, 4095, 2229, 3096, 2061, 2009, 1005, 1055, 25327, 5744, 2121, 2044, 2169, 20783, 4646, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005M05558	[101, 2129, 2000, 2224, 1024, 1008, 2173, 1996, 27700, 3457, 2104, 1996, 3239, 2096, 11243, 27700, 2000, 4652, 15488, 15979, 2015, 1998, 9010, 1012, 1008, 2224, 1996, 1016, 1011, 11536, 3239, 27067, 22863, 2000, 5676, 2327, 3737, 1997, 2115, 27700, 4646, 1012, 1008, 2023, 8875, 2003, 2531, 1003, 4435, 2047, 1012, 2196, 2109, 1012, 2009, 3310, 2007, 1017, 2706, 10943, 2100, 2011, 14939, 1012, 1008, 1996, 10943, 2100, 12939, 1996, 17634, 2000, 4374, 10943, 2100, 7192, 2030, 6110, 2013, 1996, 2744, 3091, 2649, 1999, 1996, 5096, 1012, 8146, 2025, 3139, 2011, 2023, 10943, 2100, 2421, 3558, 4053, 2000, 1996, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B005OYX1QM	[101, 3424, 1011, 20187, 1010, 24689, 7959, 3170, 4138, 2665, 5572, 1998, 4157, 2139, 1011, 23893, 2015, 1998, 13416, 18348, 2096, 4852, 9141, 2000, 24251, 1998, 4408, 2368, 2601, 7925, 1012, 8279, 2007, 16834, 3424, 1011, 12520, 17663, 2015, 1010, 3424, 11636, 8524, 7666, 1010, 1998, 2053, 9496, 12227, 3123, 5605, 3514, 1012, 5621, 1010, 2531, 1003, 5760, 1012, 5658, 3635, 2403, 19875, 1013, 1014, 1012, 1019, 11472, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005OZJYUS	[101, 4310, 3444, 1024, 2200, 6823, 5596, 1998, 4197, 2007, 10480, 5955, 11263, 27989, 1024, 10480, 3609, 4646, 3031, 1996, 13675, 19500, 2890, 9006, 3549, 5732, 2224, 1024, 8130, 2039, 3609, 2007, 2074, 1996, 5955, 1997, 1996, 8248, 1010, 6611, 6387, 6087, 2000, 1996, 13675, 19500, 2000, 5587, 5995, 1998, 9812, 2000, 1996, 3239, 1012, 2286, 13201, 9926, 1010, 11775, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005R3IPJI	[101, 1996, 12849, 25008, 5648, 7815, 2017, 1005, 2310, 2467, 9480, 1010, 1996, 2028, 16250, 2011, 2115, 4315, 18900, 8662, 2003, 2085, 24608, 3468, 1999, 12849, 4478, 2063, 2624, 3096, 2422, 7406, 7815, 1012, 12849, 4478, 2063, 2624, 2038, 2019, 2035, 1011, 3019, 12849, 25008, 5648, 5675, 2008, 7126, 2422, 2368, 2601, 7516, 2349, 2000, 9353, 2638, 1010, 2287, 7516, 1010, 10424, 11012, 4244, 1010, 3103, 1011, 5591, 3096, 1010, 1998, 2060, 3096, 28815, 3370, 1012, 12849, 25008, 5648, 2001, 3603, 1999, 2900, 1012, 2009, 2003, 1037, 2011, 1011, 4031, 1997, 12849, 4478, 1010, 2030, 15451, 3064, 5785, 1010, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B005SM8CT6	[101, 3609, 2252, 4827, 26855, 2003, 1037, 2422, 6379, 7570, 21197, 20721, 11895, 15810, 13774, 3907, 3609, 1012, 2013, 1996, 3609, 2252, 4937, 17122, 3035, 3074, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005SV1R1W	[101, 1019, 1011, 7123, 3643, 5308, 7592, 14433, 13774, 2396, 6293, 2545, 1999, 6721, 2640, 1012, 2122, 2024, 2853, 2011, 2060, 19041, 2004, 2172, 2004, 1002, 1023, 1012, 2753, 2566, 1016, 2361, 2243, 1010, 2164, 7829, 1012, 3828, 2502, 2085, 999, 2074, 6611, 2000, 1037, 13774, 1012, 3926, 2007, 2327, 5435, 1012, 1019, 5308, 7592, 14433, 13774, 2396, 6293, 2545, 1999, 6721, 2640, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B005TI7NQW	[101, 2256, 27150, 13268, 9378, 21500, 1010, 1037, 3819, 12586, 1997, 15189, 12760, 1998, 17663, 15003, 1010, 3727, 2115, 3096, 12246, 4550, 6924, 1998, 10570, 1012, 3819, 2926, 2005, 7591, 3096, 1012, 2256, 4695, 2003, 1024, 3722, 2758, 1011, 2196, 2224, 17013, 2015, 1010, 18554, 2015, 2030, 8401, 20868, 25279, 3215, 2008, 2064, 6314, 2115, 3096, 1012, 3722, 2758, 1011, 7392, 2005, 2069, 12760, 2008, 3113, 3722, 1005, 1055, 18433, 3115, 1012, 3722, 2758, 1011, 3404, 1996, 3019, 15003, 1999, 2035, 1997, 2256, 3688, 2926, 2005, 7591, 1012, 3096, 3722, 2758, 1011, 3019, 5053, 3310, 2013, 15003, 1012, 102, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
B005UL1B34	[101, 2023, 27396, 2003, 5789, 3063, 5544, 2272, 2995, 1012, 8380, 3811, 28815, 2098, 3239, 6281, 1999, 2296, 3609, 1998, 14902, 2000, 3443, 10990, 2058, 1996, 2327, 3504, 1012, 2023, 2553, 3310, 2007, 8699, 1010, 4010, 1998, 4658, 12623, 1012, 1999, 2119, 4717, 2063, 1998, 11895, 15810, 29343, 1012, 2175, 2013, 1996, 2436, 2000, 1037, 2305, 2006, 1996, 2237, 2007, 2023, 2898, 3528, 1997, 20639, 2015, 1012, 8699, 6087, 2064, 2022, 2109, 2012, 2147, 2030, 2076, 1996, 2154, 2005, 1037, 19013, 2298, 1012, 2065, 2017, 2215, 2000, 3233, 2041, 1999, 4306, 2059, 2224, 1996, 7782, 4408, 1998, 17026, 6087, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
B005UKZAJG	[101, 2023, 8360, 27396, 2003, 3819, 2005, 1996, 5789, 3063, 1999, 2017, 1012, 2007, 16923, 3811, 28815, 2098, 3239, 6281, 2009, 2097, 2022, 3733, 2000, 2175, 2013, 2154, 2000, 2305, 1012, 7661, 4697, 2115, 2298, 2007, 3019, 6087, 1010, 9874, 2100, 13178, 1998, 7782, 20639, 2015, 1012, 5818, 11895, 15810, 6281, 3640, 1037, 4138, 11516, 2121, 1997, 3609, 1012, 4658, 12623, 7478, 2013, 10823, 1010, 5132, 1010, 6379, 2015, 1010, 1998, 15505, 1012, 4010, 6087, 1999, 12281, 1010, 4589, 2015, 1010, 4421, 1998, 2751, 12623, 1012, 3963, 19351, 2140, 11895, 15810, 6281, 8137, 1999, 1037, 2898, 9140, 1997, 6087, 102]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
